"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AFONSO MOTTA";"0007";"MÚLTIPLO";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202430200007";"1.400.000,00";"164.712,47";"111.329,69";"2.313.955,48";"0,00";"263.385,14";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GILVAN DA FEDERAL";"0009";"ESPÍRITO SANTO (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202443840009";"1.400.000,00";"1.394.400,00";"1.394.400,00";"5.600,00";"0,00";"5.600,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SARGENTO FAHUR";"0004";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202440660004";"1.400.000,00";"1.400.000,00";"1.400.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARIA DO ROSARIO";"0007";"Nacional";"Saúde";"Formação de recursos humanos";"5121 - GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"20YD - EDUCACAO E TRABALHO NA SAUDE";"EDUCACAO E TRABALHO NA SAUDE";"202419830007";"1.400.000,00";"54.000,00";"54.000,00";"2.307.000,00";"0,00";"385.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CLARISSA TERCIO";"0013";"PERNAMBUCO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202443230013";"1.400.000,00";"0,00";"0,00";"2.800.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GENERAL GIRAO";"0009";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202439940009";"1.400.022,00";"755.312,47";"581.204,78";"882.288,28";"0,00";"755.346,16";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GUSTAVO GAYER";"0015";"GOIÁS (UF)";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS";"202443880015";"1.402.821,00";"33.134,45";"33.134,45";"2.725.344,90";"0,00";"14.028,20";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EDUARDO GIRAO";"0021";"MÚLTIPLO";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS";"202441380021";"1.407.088,50";"0,00";"0,00";"2.345.147,50";"0,00";"469.029,50";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ISMAEL ALEXANDRINO";"0010";"PALMEIRAS DE GOIÁS - GO";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202443930010";"1.410.588,00";"0,00";"0,00";"2.821.176,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIKA KOKAY";"0012";"DISTRITO FEDERAL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5662 - MULHER VIVER SEM VIOLENCIA";"21GJ - APOIO AS INICIATIVAS DE PREVENCAO, ACESSO A JUSTICA E ENFRENTAMENTO A VIOLENCIA CONTRA AS MULHERES";"POLITICAS DE PREVENCAO, ACESSO A JUSTICA E ENFRENTAMENTO A VIOLENCIA CONTRA AS MULHERES - DESPESAS DIVERSAS";"202428260012";"1.420.000,00";"0,00";"0,00";"1.420.000,00";"0,00";"1.420.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JACK ROCHA";"0014";"ESPÍRITO SANTO (UF)";"Administração";"Ordenamento territorial";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"20WQ - GESTAO DE POLITICAS DE DESENVOLVIMENTO REGIONAL, ORDENAMENTO TERRITORIAL";"GESTAO DE POLITICAS DE DESENVOLVIMENTO REGIONAL, ORDENAMENTO TERRITORIAL";"202443970014";"1.432.500,00";"0,00";"0,00";"1.432.500,00";"0,00";"1.432.500,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VINICIUS GURGEL";"0005";"ARACOIABA - CE";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202426760005";"1.435.000,00";"1.435.000,00";"1.435.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARIA DO ROSARIO";"0003";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202419830003";"1.435.515,00";"685.515,00";"685.515,00";"1.500.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDO RODOLFO";"0007";"PERNAMBUCO (UF)";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS";"202439850007";"1.435.792,00";"0,00";"0,00";"2.818.331,28";"0,00";"53.252,72";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RODRIGO DE CASTRO";"0003";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202424880003";"1.435.793,00";"1.435.793,00";"1.435.793,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANRLEI DE DEUS HINTERHOLZ";"0004";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202428610004";"1.436.618,00";"0,00";"0,00";"2.873.236,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JULIANA CARDOSO";"0004";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202444020004";"1.437.947,00";"439.998,00";"439.998,00";"1.497.949,00";"0,00";"497.949,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALTINEU CORTES";"0016";"SÃO GONÇALO - RJ";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202430420016";"1.444.608,00";"0,00";"0,00";"2.889.216,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DUDA RAMOS";"0004";"SÃO LUIZ - RR";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202443650004";"1.448.300,00";"1.448.300,00";"1.448.300,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PEDRO AIHARA";"0007";"MINAS GERAIS (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";"202444460007";"1.449.770,97";"0,00";"0,00";"2.899.541,94";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROSANGELA MORO";"0002";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202444710002";"1.450.000,00";"1.450.000,00";"1.450.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIZIANNE LINS";"0007";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"202437100007";"1.450.000,00";"450.000,00";"450.000,00";"1.000.000,00";"0,00";"1.000.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARUSSA BOLDRIN";"0002";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202444240002";"1.450.000,00";"1.450.000,00";"1.450.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0001";"RIO DE JANEIRO - RJ";"Cultura";"Patrimônio histórico, artístico e arqueológico";"5125 - DIREITO A CULTURA";"20ZH - PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO";"PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO - DESPESAS DIVERSAS";"202440360001";"1.450.000,00";"1.160.000,00";"1.160.000,00";"580.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CHICO ALENCAR";"0003";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202414680003";"1.450.953,39";"0,00";"0,00";"1.795.906,78";"0,00";"1.106.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"IGOR TIMO";"0007";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202441480007";"1.453.364,00";"921.953,00";"921.953,00";"531.411,00";"0,00";"531.411,00";
"2024";"Emenda Individual - Transferências Especiais";"PROF. PAULO FERNANDO";"0005";"DISTRITO FEDERAL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444970005";"1.455.790,00";"1.455.790,00";"1.455.790,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WILDER MORAIS";"0005";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2726 - PREVENCAO E REPRESSAO AO TRAFICO ILICITO DE DROGAS E A CRIMES PRATICADOS CONTRA BENS, SERVICOS E INTERESSES DA UNIAO";"PREVENCAO E REPRESSAO AO TRAFICO ILICITO DE DROGAS E A CRIMES PRATICADOS CONTRA BENS, SERVICOS E INTERESSES DA UNIAO - DESPESAS DIVERSAS";"202429690005";"1.458.000,00";"0,00";"0,00";"2.916.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GLEISI HOFFMANN";"0010";"Nacional";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"219V - APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR";"APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR - DESPESAS DIVERSAS";"202440110010";"1.458.137,79";"0,00";"0,00";"1.767.683,27";"0,00";"1.148.592,31";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DAMARES ALVES";"0012";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202442680012";"1.469.299,00";"87.961,00";"87.961,00";"1.381.338,00";"0,00";"1.381.338,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JUAREZ COSTA";"0002";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202441540002";"1.469.680,00";"1.469.680,00";"1.469.680,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HAMILTON MOURAO";"0009";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202442710009";"1.472.000,00";"0,00";"0,00";"2.441.673,22";"0,00";"502.326,78";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDO RODOLFO";"0009";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202439850009";"1.474.400,00";"0,00";"0,00";"2.948.800,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BANDEIRA DE MELLO";"0021";"Nacional";"Administração";"Planejamento e orçamento";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"21C5 - ELABORACAO DE ESTUDOS E AVALIACAO DE PROJETOS DE INVESTIMENTOS DO GOVERNO FEDERAL";"ELABORACAO DE ESTUDOS E AVALIACAO DE PROJETOS DE INVESTIMENTOS DO GOVERNO FEDERAL";"202443110021";"1.481.717,75";"346.059,17";"346.059,17";"1.782.629,69";"0,00";"488.687,47";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE LEITE";"0011";"MOGI MIRIM - SP";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202427960011";"1.485.534,13";"0,00";"0,00";"2.971.068,26";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CAMILA JARA";"0020";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443180020";"1.490.792,00";"1.490.792,00";"1.490.792,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANDARA";"0021";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"219V - APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR";"APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR - DESPESAS DIVERSAS";"202443340021";"1.493.800,00";"0,00";"0,00";"2.278.600,00";"0,00";"709.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ZE VITOR";"0004";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202440770004";"1.494.499,00";"1.494.499,00";"1.494.499,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CAPITAO ALDEN";"0024";"SAÚDE - BA";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202443190024";"1.494.791,00";"1.494.791,00";"1.494.791,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FLAVIO BOLSONARO";"0019";"VALENÇA - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202492190019";"1.496.843,00";"0,00";"0,00";"2.993.686,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TEREZA CRISTINA";"0001";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"2303 - PESQUISA E INOVACAO AGROPECUARIA";"20Y6 - PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA";"PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202442790001";"1.497.150,71";"839.522,21";"839.158,39";"926.098,59";"0,00";"389.886,05";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANRLEI DE DEUS HINTERHOLZ";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202428610003";"1.498.582,00";"1.498.582,00";"1.498.582,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GERVASIO MAIA";"0007";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202439970007";"1.498.951,00";"687.144,00";"687.144,00";"1.311.807,00";"0,00";"311.807,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALENCAR SANTANA";"0002";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202439050002";"1.499.100,00";"1.099.353,00";"1.099.353,00";"799.494,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDO MONTEIRO";"0004";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202438130004";"1.499.408,13";"296.670,00";"232.324,54";"1.557.232,88";"0,00";"976.934,30";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BENES LEOCADIO";"0011";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202439170011";"1.499.447,00";"1.499.447,00";"1.499.447,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUCAS RAMOS";"0005";"PETROLINA - PE";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202444090005";"1.499.616,00";"0,00";"0,00";"1.499.616,00";"0,00";"1.499.616,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MESSIAS DONATO";"0003";"CARIACICA - ES";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202444330003";"1.499.792,00";"1.499.792,00";"1.499.792,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RODOLFO NOGUEIRA";"0018";"RIO BRILHANTE - MS";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202444660018";"1.499.898,00";"1.499.898,00";"1.499.898,00";"0,00";"0,00";"0,00";
